transaction_id,date,raw_text,clean_keyword,category,subcategory,label,amount,type,noise_type
TXN2349261281,2025-05-03,CHECKCARD 2025-04-10 VERIZON,verizon,Bills & Utilities,Internet,Bills & Utilities > Internet,61.26,debit,clean_template
TXN5258187296,2025-05-27,FW5 CAB STORE 86,cab,Transportation,Rideshare,Transportation > Rideshare,12.79,debit,typo_light
TXN2683807192,2025-08-21,ROBINHOOD IA 43780,robinhood,Income,Investments,Income > Investments,47.07,credit,clean_template
TXN2258395724,2025-03-28,CONTACTLESS LYFT HIP748,lyft,Transportation,Rideshare,Transportation > Rideshare,41.45,debit,typo_light
TXN1692076299,2025-02-18,DIVIDEND,dividend,Income,Investments,Income > Investments,474.8,credit,clean_template
TXN4793410010,2025-03-08,7331 INTL EXXON BI FEE02 ID:596,exxon,Transportation,Fuel,Transportation > Fuel,87.85,debit,heavy_template
TXN7315363861,2024-12-15,PAYPAL *UBER 436,uber,Transportation,Rideshare,Transportation > Rideshare,44.61,debit,clean_template
TXN8696959163,2025-07-24,CHECKCARD 2025-02-04 METRO,metro,Transportation,Public Transit,Transportation > Public Transit,12.5,debit,clean_template
TXN2718329946,2025-08-16,wy7 KOHLS STORE 624,kohls,Shopping,Department Stores,Shopping > Department Stores,288.56,debit,clean_template
TXN7765675697,2025-09-21,ONLINE PAYMENT BUS 4916147,bus,Transportation,Public Transit,Transportation > Public Transit,8.35,debit,clean_template
TXN5186800323,2024-12-20,PAYPAL *GRAB 034,grab,Transportation,Rideshare,Transportation > Rideshare,11.16,debit,clean_template
TXN5244011953,2025-09-10,CLOTHING * 66jK15,clothing,Shopping,Clothing,Shopping > Clothing,146.94,debit,clean_template
TXN2853262756,2025-11-20,CHK Adidas 2025-04-23,adidas,Shopping,Clothing,Shopping > Clothing,150.9,debit,heavy_template
TXN9566189656,2025-07-31,553 STARBUCKS INV1380,starbucks,Food & Dining,Coffee Shops,Food & Dining > Coffee Shops,8.38,debit,clean_template
TXN3727504148,2025-10-13,GAS MN 93148,gas,Transportation,Fuel,Transportation > Fuel,98.96,debit,clean_template
TXN1409794907,2025-03-24,GN6 SUBWAY STORE 519,subway,Food & Dining,Fast Food,Food & Dining > Fast Food,17.24,debit,clean_template
TXN7833837516,2025-05-21,CHECKCARD 2025-08-15 ONLINE,online,Shopping,E-Commerce,Shopping > E-Commerce,181.49,debit,clean_template
TXN0342397200,2025-10-30,VERIZON 11/21 AUTH559,verizon,Bills & Utilities,Internet,Bills & Utilities > Internet,97.38,debit,clean_template
TXN6023601705,2025-11-14,PvAYPAL *ZARA 117,zara,Shopping,Clothing,Shopping > Clothing,154.0,debit,typo_light
TXN9653218214,2024-12-18,qO0 UTILITY STORE 316,utility,Bills & Utilities,Water,Bills & Utilities > Water,38.86,debit,clean_template
TXN9249684028,2025-06-18,Gig 2025-02-13,gig,Income,Freelance,Income > Freelance,1369.64,credit,clean_template
TXN2127142713,2025-01-01,CHK RIDE * 48TO17,ride,Transportation,Rideshare,Transportation > Rideshare,66.79,debit,heavy_template
TXN4959669756,2025-05-26,Wendys 2025-04-22,wendys,Food & Dining,Fast Food,Food & Dining > Fast Food,18.1,debit,clean_template
TXN7567336628,2025-11-18,CHECKCARD 2025-09-19 GAS,gas,Transportation,Fuel,Transportation > Fuel,85.3,debit,clean_template
TXN4343549946,2025-03-27,OBILE UTILITY APP 159,utility,Bills & Utilities,Electricity,Bills & Utilities > Electricity,255.74,debit,typo_light
TXN3357858210,2024-12-19,PENDING 228 MACYS INV2475 PENDING,macys,Shopping,Department Stores,Shopping > Department Stores,151.12,debit,heavy_template
TXN0403207406,2025-10-27,PAYROLL * 46Kr97,payroll,Income,Salary,Income > Salary,5000.34,credit,clean_template
TXN5336410893,2025-11-03,ACH POSl PURCHASE SALARY WEST KRISTA8 61NU,salary,Income,Salary,Income > Salary,8582.96,credit,heavy_noise
TXN4855069068,2025-06-22,Uilityj 2025-09-20 SECURE,utility,Bills & Utilities,Water,Bills & Utilities > Water,92.03,debit,heavy_noise
TXN0404694392,2025-03-15,Rf2 COSTCO STORE 410,costco,Food & Dining,Groceries,Food & Dining > Groceries,47.73,debit,clean_template
TXN9636316330,2024-12-11,557 PAYROLL IhNV6644,payroll,Income,Salary,Income > Salary,2085.54,credit,typo_light
TXN6224622483,2025-09-11,CHECKCARD 2025-08-25 DINER,diner,Food & Dining,Restaurants,Food & Dining > Restaurants,142.58,debit,clean_template
TXN9136777866,2025-09-23,CHECKCARD 2025-05-14 MARKET PENDING,market,Food & Dining,Groceries,Food & Dining > Groceries,167.8,debit,heavy_template
TXN7946002913,2025-07-25,RECURRING GRAB MARCH,grab,Transportation,Rideshare,Transportation > Rideshare,21.95,debit,clean_template
TXN8844510847,2025-09-19,766 AT&T INV1578,at&t,Bills & Utilities,Phone,Bills & Utilities > Phone,125.89,debit,clean_template
TXN3998374145,2025-01-15,7197 CHECKCARD 2025-09-08 TAXI ID:386,taxi,Transportation,Rideshare,Transportation > Rideshare,24.56,debit,heavy_template
TXN4115016043,2025-07-21,AUTH INTL CHIPOTLE QA FEE86 REF:SR71,chipotle,Food & Dining,Restaurants,Food & Dining > Restaurants,67.29,debit,heavy_template
TXN2887575461,2025-11-08,INTL ARBYS A FEE04,arbys,Food & Dining,Fast Food,Food & Dining > Fast Food,19.82,debit,typo_light
TXN9588688750,2025-01-11,CAFE * 9s8Xc06,cafe,Food & Dining,Coffee Shops,Food & Dining > Coffee Shops,9.67,debit,typo_light
TXN1541301236,2025-07-29,CnHECKCARD 2025-03-20 CASH APP,cash app,Income,Transfers,Income > Transfers,1506.09,credit,typo_light
TXN1249418086,2025-10-28,CHECKCARD 2025-04-03 GAS,gas,Transportation,Fuel,Transportation > Fuel,87.82,debit,clean_template
TXN6411159349,2025-07-11,289 INVESTMENT INV3254 ID:340,investment,Income,Investments,Income > Investments,463.47,credit,heavy_template
TXN2725939717,2025-08-04,POS PURCHASE APPLE BRIANHAVEN,apple,Shopping,Electronics,Shopping > Electronics,791.48,debit,clean_template
TXN0802840734,2025-06-11,PAYPAL *BUGER KING 065,burger king,Food & Dining,Restaurants,Food & Dining > Restaurants,97.19,debit,typo_light
TXN5950882660,2025-08-13,Nike 2025-07-31,nike,Shopping,Clothing,Shopping > Clothing,33.96,debit,clean_template
TXN4569695688,2025-06-23,AUTH Db2 PARKING STORE 962 PENDING,parking,Transportation,Parking,Transportation > Parking,43.92,debit,heavy_template
TXN7405756241,2025-11-02,203 SPETRUM INV7026,spectrum,Bills & Utilities,Internet,Bills & Utilities > Internet,96.87,debit,typo_light
TXN2684060039,2025-07-28,H&M 11/02 AUTH013,h&m,Shopping,Clothing,Shopping > Clothing,199.05,debit,clean_template
TXN5244567707,2024-11-24,MOBILE CAFE APP 516,cafe,Food & Dining,Coffee Shops,Food & Dining > Coffee Shops,3.76,debit,clean_template
TXN4636649312,2025-07-22,CONTACTLESS ONLINE CHIP164,online,Shopping,E-Commerce,Shopping > E-Commerce,100.4,debit,clean_template
TXN1003336037,2025-08-29,CONTACTLESS SOLAR1 CHIP199 ECURE,solar,Bills & Utilities,Electricity,Bills & Utilities > Electricity,116.05,debit,heavy_noise
TXN2644243928,2025-09-28,PAYPAL *CASH APP 611,cash app,Income,Transfers,Income > Transfers,1783.12,credit,clean_template
TXN3702515457,2025-11-12,CHECKCARD 2025-05-14 RESTAURANT,restaurant,Food & Dining,Restaurants,Food & Dining > Restaurants,80.15,debit,clean_template
TXN8632359881,2025-04-24,PAYPAL *WATER 595,water,Bills & Utilities,Water,Bills & Utilities > Water,48.74,debit,clean_template
TXN6413876400,2025-06-12,Best buy 2025-04-03,best buy,Shopping,Electronics,Shopping > Electronics,1831.97,debit,clean_template
TXN5046410072,2025-01-17,INTL INVESTMENT MM FEE40,investment,Income,Investments,Income > Investments,311.29,credit,clean_template
TXN8768135615,2025-05-15,5788 RECURRING ARBYS OCTOBER ID:323,arbys,Food & Dining,Fast Food,Food & Dining > Fast Food,21.92,debit,heavy_template
TXN2714447473,2025-01-03,CHK CHECKCARD 2025-04-27 SPRINT REF:xL87,sprint,Bills & Utilities,Phone,Bills & Utilities > Phone,70.13,debit,heavy_template
TXN5613659085,2025-01-28,Tm7 EXXON STORE 437,exxon,Transportation,Fuel,Transportation > Fuel,58.88,debit,clean_template
TXN4496319162,2025-04-16,POS PURCHASE WATER EAST CHRISTINACHESTER,water,Bills & Utilities,Water,Bills & Utilities > Water,91.89,debit,clean_template
TXN2983333022,2025-02-12,SA8 KOHLS STORE 463,kohls,Shopping,Department Stores,Shopping > Department Stores,66.43,debit,clean_template
TXN7193336170,2025-05-23,ONLINE PAYMENT KROGER 6084669,kroger,Food & Dining,Groceries,Food & Dining > Groceries,29.35,debit,clean_template
TXN3896526677,2025-06-26,BURGER KNIG MP 45013,burger king,Food & Dining,Restaurants,Food & Dining > Restaurants,76.0,debit,typo_light
TXN5219592524,2024-11-30,OT ID 03399,lot,Transportation,Parking,Transportation > Parking,20.07,debit,typo_light
TXN9077499365,2025-01-24,ONLINE PAYMENT COSTA 2736649,costa,Food & Dining,Coffee Shops,Food & Dining > Coffee Shops,5.33,debit,clean_template
TXN8731462275,2025-04-21,74 6APPAREL INV5564,apparel,Shopping,Clothing,Shopping > Clothing,128.88,debit,typo_light
TXN7842857204,2025-06-16,POS PURCHASE WATER EAST DONNA,water,Bills & Utilities,Water,Bills & Utilities > Water,64.1,debit,clean_template
TXN9922169112,2025-05-23,ONLINE PAYMENT VODAFONE 7234003,vodafone,Bills & Utilities,Internet,Bills & Utilities > Internet,86.83,debit,clean_template
TXN9593653654,2025-07-20,LOT AZ 58895,lot,Transportation,Parking,Transportation > Parking,20.7,debit,clean_template
TXN1209230022,2025-10-06,CHK FY8 VERIZON STORE 893 REF:kx76,verizon,Bills & Utilities,Internet,Bills & Utilities > Internet,57.27,debit,heavy_template
TXN0763088210,2025-03-07,EBAY AZ 320u68,ebay,Shopping,E-Commerce,Shopping > E-Commerce,99.35,debit,typo_light
TXN6884464725,2025-01-14,MOBILE PAYCHECK APP 516,paycheck,Income,Salary,Income > Salary,6689.32,credit,clean_template
TXN3485751169,2025-06-22,MOBILE VALET APP 753,valet,Transportation,Parking,Transportation > Parking,23.14,debit,clean_template
TXN3723303691,2024-12-22,089 SPECTRUM INV1268,spectrum,Bills & Utilities,Internet,Bills & Utilities > Internet,85.18,debit,clean_template
TXN5553374213,2025-09-11,WENDYS * 22Gk05,wendys,Food & Dining,Fast Food,Food & Dining > Fast Food,12.2,debit,clean_template
TXN1376503431,2025-05-10,MOBILE GAS STATION APP 944,gas station,Transportation,Fuel,Transportation > Fuel,63.48,debit,clean_template
TXN8195420980,2025-09-15,CHK CHECKCARD 2025-10-01 LOT PENDING,lot,Transportation,Parking,Transportation > Parking,24.01,debit,heavy_template
TXN3631754506,2025-08-21,Uber 2025-04-03,uber,Transportation,Rideshare,Transportation > Rideshare,6.51,debit,clean_template
TXN0471562553,2025-06-08,POS PURCHASE WENDYS WEST JASONVILLE,wendys,Food & Dining,Fast Food,Food & Dining > Fast Food,15.44,debit,heavy_template
TXN8621882446,2024-12-28,cq0 PEtTROL STORE 403,petrol,Transportation,Fuel,Transportation > Fuel,30.89,debit,typo_light
TXN2658982958,2025-04-17,Cash app 2025-0109,cash app,Income,Transfers,Income > Transfers,688.07,credit,typo_light
TXN8488097979,2024-12-26,BEST BUY * 64rh92,best buy,Shopping,Electronics,Shopping > Electronics,1789.06,debit,clean_template
TXN5001118194,2025-03-29,RECURRING METRO NOVEMBER,metro,Transportation,Public Transit,Transportation > Public Transit,21.55,debit,clean_template
TXN2831073139,2025-02-16,INTL MOBILE IT FEE40,mobile,Bills & Utilities,Phone,Bills & Utilities > Phone,137.93,debit,clean_template
TXN0103175564,2025-04-23,408 TRAIN INV2285,train,Transportation,Public Transit,Transportation > Public Transit,24.93,debit,clean_template
TXN1319017425,2025-03-18,PAYPAL SEARS 199S ECURE,sears,Shopping,Department Stores,Shopping > Department Stores,131.81,debit,heavy_noise
TXN5133661963,2025-08-12,hP8 SPRINT STORE 481,sprint,Bills & Utilities,Phone,Bills & Utilities > Phone,92.65,debit,clean_template
TXN9714829721,2025-09-19,PAYPAL *ROBINHOOD 861,robinhood,Income,Investments,Income > Investments,303.89,credit,clean_template
TXN8761880636,2025-04-06,MOBILE T-MOBILE APP 472,t-mobile,Bills & Utilities,Phone,Bills & Utilities > Phone,63.01,debit,clean_template
TXN3961692298,2024-11-26,762 UTI0LITY INV6173,utility,Bills & Utilities,Water,Bills & Utilities > Water,86.49,debit,typo_light
TXN5491740761,2025-11-05,CSTCO,costco,Food & Dining,Groceries,Food & Dining > Groceries,72.83,debit,typo_light
TXN3199667790,2024-11-24,MOBILE SEARS APP 643,sears,Shopping,Department Stores,Shopping > Department Stores,262.07,debit,clean_template
TXN7870953878,2025-01-15,Xf4er TESCO * 46gf04 64za,tesco,Food & Dining,Groceries,Food & Dining > Groceries,167.23,debit,heavy_noise
TXN4898891034,2025-01-15,nO5 BURGER KING STORE 507,burger king,Food & Dining,Restaurants,Food & Dining > Restaurants,117.67,debit,clean_template
TXN1072326346,2025-06-24,kI2 VODAFONE STORE 232,vodafone,Bills & Utilities,Internet,Bills & Utilities > Internet,118.51,debit,clean_template
TXN9261167460,2024-11-24,UTILITY * 22gQ86,utility,Bills & Utilities,Water,Bills & Utilities > Water,75.57,debit,clean_template
TXN4063436529,2024-12-02,PENDING 129 TRADER JOES INV7818 REF:kK47,trader joes,Food & Dining,Groceries,Food & Dining > Groceries,220.34,debit,heavy_template
TXN0939481958,2025-03-06,Vodafone 2025-08-23,vodafone,Bills & Utilities,Internet,Bills & Utilities > Internet,51.37,debit,clean_template
TXN2158176146,2025-09-28,AUTH INTL ADIDAS DZ FEE24 ID:006,adidas,Shopping,Clothing,Shopping > Clothing,109.57,debit,heavy_template
TXN3837173983,2025-07-20,Subway 2025-03-16,subway,Transportation,Public Transit,Transportation > Public Transit,24.75,debit,clean_template
TXN0942060861,2025-05-18,196 AT&T INV6272,at&t,Bills & Utilities,Phone,Bills & Utilities > Phone,93.75,debit,clean_template
TXN4915927148,2025-10-07,SAMSUNG * 41UW57,samsung,Shopping,Electronics,Shopping > Electronics,1133.14,debit,clean_template
TXN7121456692,2025-07-30,H&M,h&m,Shopping,Clothing,Shopping > Clothing,62.29,debit,clean_template
TXN4594863150,2025-10-05,ONLINE PAYENT TESCO 6458254,tesco,Food & Dining,Groceries,Food & Dining > Groceries,38.66,debit,typo_light
TXN3447825378,2025-05-23,ib2 COSTOC STORE 541,costco,Food & Dining,Groceries,Food & Dining > Groceries,25.86,debit,typo_light
TXN3809902939,2025-05-12,CHECKCARD 2025-05-06 KOHLS,kohls,Shopping,Department Stores,Shopping > Department Stores,286.1,debit,clean_template
TXN2954251629,2025-08-16,PENDING RESTAURANT ID:892,restaurant,Food & Dining,Restaurants,Food & Dining > Restaurants,76.67,debit,heavy_template
TXN1937760267,2025-01-13,PENDING EDISON MT 92226 ID:478,edison,Bills & Utilities,Electricity,Bills & Utilities > Electricity,204.61,debit,heavy_template
TXN2686067033,2025-11-03,TFR PO PURCHASE TAXI LAKE KA3YLA SECURE,taxi,Transportation,Rideshare,Transportation > Rideshare,39.0,debit,heavy_noise
TXN9133663846,2025-05-13,CONTACTLESS DIVIDEND CHIP392,dividend,Income,Investments,Income > Investments,167.39,credit,clean_template
TXN6138732695,2025-01-10,INTL VALET PY FEE91,valet,Transportation,Parking,Transportation > Parking,23.69,debit,clean_template
TXN8254204370,2025-06-24,MOBILE GAS APP 068 ID:271,gas,Transportation,Fuel,Transportation > Fuel,36.77,debit,heavy_template
TXN1511070361,2025-10-26,AMZN 11/15 AUTH051,amzn,Shopping,E-Commerce,Shopping > E-Commerce,217.61,debit,clean_template
TXN8738267852,2025-04-05,ONLINE PAYMENT VODAFONE 4421344,vodafone,Bills & Utilities,Internet,Bills & Utilities > Internet,87.61,debit,clean_template
TXN2173521260,2024-11-24,CHK INTL TESCO WS FEE35 PENDING,tesco,Food & Dining,Groceries,Food & Dining > Groceries,139.34,debit,heavy_template
TXN4410591567,2025-01-23,AUTH INTL LOT VE FEE85 ID:523,lot,Transportation,Parking,Transportation > Parking,30.01,debit,heavy_template
TXN0738577630,2025-09-02,POS PURCHASE ARKET EAST JOSHUA,market,Food & Dining,Groceries,Food & Dining > Groceries,32.59,debit,typo_light
TXN9744400624,2025-04-04,CHECKCARD 2025-02-18 ELECTRONICS,electronics,Shopping,Electronics,Shopping > Electronics,108.38,debit,clean_template
TXN4496776366,2025-08-23,Grab 2025-11-2,grab,Transportation,Rideshare,Transportation > Rideshare,35.5,debit,typo_light
TXN2543115926,2025-04-04,3774 tQ3 SAMSUNG STORE 334 REF:Uv83,samsung,Shopping,Electronics,Shopping > Electronics,1762.16,debit,heavy_template
TXN2173467750,2025-07-21,hN5 KOHLS STORE 988,kohls,Shopping,Department Stores,Shopping > Department Stores,286.33,debit,clean_template
TXN0419719856,2025-03-09,PENDING COMPUTER 11/08 AUTH189 PENDING,computer,Shopping,Electronics,Shopping > Electronics,1006.89,debit,heavy_template
TXN5871892691,2024-12-01,INTL PAYROLL SN FEE37,payroll,Income,Salary,Income > Salary,6656.4,credit,clean_template
TXN1769231239,2025-03-23,OPS PURCHASE T-MOBILE LAURENVIEW,t-mobile,Bills & Utilities,Internet,Bills & Utilities > Internet,60.0,debit,typo_light
TXN5590302640,2025-11-14,PENDING Fashion 2025-08-14 REF:Ua80,fashion,Shopping,Clothing,Shopping > Clothing,137.6,debit,heavy_template
TXN7127977028,2025-08-25,CHECKCARD 2025-05-30 WENDYS PENDING,wendys,Food & Dining,Fast Food,Food & Dining > Fast Food,23.41,debit,heavy_template
TXN7448322605,2025-05-21,INTL GAS STATION MD FEE07,gas station,Transportation,Fuel,Transportation > Fuel,74.84,debit,clean_template
TXN9315795725,2025-10-09,MOBILE SPRINT APP 586,sprint,Bills & Utilities,Phone,Bills & Utilities > Phone,104.04,debit,clean_template
TXN7840602683,2025-07-28,Sx8 UPWORK STORE 753,upwork,Income,Freelance,Income > Freelance,2214.14,credit,typo_light
TXN6464513526,2025-10-16,6ONLINE PAYMENT LOT 7125240,lot,Transportation,Parking,Transportation > Parking,24.77,debit,typo_light
TXN0526500456,2025-03-17,ELECTRIC4,electric,Bills & Utilities,Electricity,Bills & Utilities > Electricity,74.27,debit,typo_light
TXN8246336636,2025-10-18,CONTACTLESS AQUA CHIP552,aqua,Bills & Utilities,Water,Bills & Utilities > Water,99.82,debit,clean_template
TXN7107787772,2025-07-03,ITNL MARKET SV FEE5p9 CONFIRMED,market,Food & Dining,Groceries,Food & Dining > Groceries,241.25,debit,heavy_noise
TXN9705604640,2025-08-16,PAYPAL *ARBYS 257,arbys,Food & Dining,Fast Food,Food & Dining > Fast Food,16.63,debit,clean_template
TXN8664933682,2025-11-08,RECURRING CASH APP JANUARY,cash app,Income,Transfers,Income > Transfers,1274.97,credit,clean_template
TXN1421259265,2025-01-14,ONLINE PAYMENT OLA 3739847,ola,Transportation,Rideshare,Transportation > Rideshare,23.48,debit,clean_template
TXN3036581749,2025-09-01,MOBILE ARKING APP 262,parking,Transportation,Parking,Transportation > Parking,32.74,debit,typo_light
TXN0711293892,2025-10-12,PAYPAL *SAFEWAY 292,safeway,Food & Dining,Groceries,Food & Dining > Groceries,77.57,debit,clean_template
TXN5938362287,2025-04-29,BURGER KING 11/13 AUTH016,burger king,Food & Dining,Restaurants,Food & Dining > Restaurants,133.41,debit,clean_template
TXN1789169118,2025-08-23,AmCH MOBIwLE CASH APP APP 890,cash app,Income,Transfers,Income > Transfers,1703.81,credit,heavy_noise
TXN4335581929,2025-11-09,ONLINE PAYMENT COSTA 1059455,costa,Food & Dining,Coffee Shops,Food & Dining > Coffee Shops,11.64,debit,clean_template
TXN3448200711,2025-01-30,CHK CONTACTLESS ROBINHOOD CHIP651 ID:747,robinhood,Income,Investments,Income > Investments,260.43,credit,heavy_template
TXN7332063680,2025-08-31,AUTH Sk0 SUBWAY STORE 446 PENDING,subway,Transportation,Public Transit,Transportation > Public Transit,18.06,debit,heavy_template
TXN5200281692,2025-01-10,3834 zp1 EBAY STORE 200 ID:835,ebay,Shopping,E-Commerce,Shopping > E-Commerce,192.39,debit,heavy_template
TXN9674302263,2025-10-01,MOBILE BURGER KING APP 072,burger king,Food & Dining,Restaurants,Food & Dining > Restaurants,95.39,debit,clean_template
TXN7364770196,2025-11-14,563 EDISON INV5402,edison,Bills & Utilities,Electricity,Bills & Utilities > Electricity,65.0,debit,clean_template
TXN9126185739,2025-06-17,557 BILL INV8912,bill,Bills & Utilities,Water,Bills & Utilities > Water,61.24,debit,clean_template
TXN2613177278,2025-02-13,3641 POS PURCHASE BURGER KING PORT STACIE PENDING,burger king,Food & Dining,Restaurants,Food & Dining > Restaurants,54.5,debit,heavy_template
TXN6664452763,2025-10-15,ONwLINE PAYMENT PAYROLL 7050685,payroll,Income,Salary,Income > Salary,5842.28,credit,typo_light
TXN6710672250,2025-01-15,POS PURCHASE SUBWAY MILLERMOUTH,subway,Food & Dining,Fast Food,Food & Dining > Fast Food,19.27,debit,clean_template
TXN1800866787,2025-10-11,AUTH COMCAST * 47eJ67,comcast,Bills & Utilities,Internet,Bills & Utilities > Internet,68.83,debit,heavy_template
TXN7667027927,2025-09-04,CONTACTLESS CHIPOTLE CHIP434,chipotle,Food & Dining,Restaurants,Food & Dining > Restaurants,71.65,debit,clean_template
TXN5287931383,2025-01-11,TACO BELL * 86Zv1,taco bell,Food & Dining,Fast Food,Food & Dining > Fast Food,22.55,debit,typo_light
TXN7668634361,2025-11-06,CHK Costco 2025-05-13 REF:zu35,costco,Food & Dining,Groceries,Food & Dining > Groceries,145.0,debit,heavy_template
TXN3965977928,2025-03-08,ONLINE jPAYMENT DIVIDEND 040c0468,dividend,Income,Investments,Income > Investments,451.83,credit,heavy_noise
TXN9008304742,2025-04-24,7529 Adidas 2025-03-10 REF:Ur34,adidas,Shopping,Clothing,Shopping > Clothing,104.9,debit,heavy_template
TXN8576105201,2025-07-16,PENDING MOBILE AMTRAK APP 438 ID:235,amtrak,Transportation,Public Transit,Transportation > Public Transit,15.23,debit,heavy_template
TXN2424634909,2025-09-13,CHECKCARD 2025-07-19 FASIHON,fashion,Shopping,Clothing,Shopping > Clothing,128.99,debit,typo_light
TXN5376649908,2025-09-09,1870 ONLINE PAYMENT RESTAURANT 6856008,restaurant,Food & Dining,Restaurants,Food & Dining > Restaurants,74.22,debit,heavy_template
TXN6766420316,2025-08-10,CHECKCARD 2025-07-13 WENDYS,wendys,Food & Dining,Fast Food,Food & Dining > Fast Food,13.84,debit,clean_template
TXN5005635240,2025-04-18,POS PURCHASE VALET SOUTH WILLIAMBURGH,valet,Transportation,Parking,Transportation > Parking,29.77,debit,clean_template
TXN9338840114,2025-05-07,POS PURCHASE UTILITY KINGFORT,utility,Bills & Utilities,Electricity,Bills & Utilities > Electricity,194.85,debit,clean_template
TXN7630051296,2025-02-23,CHK RECURRING BP JULY PENDING,bp,Transportation,Fuel,Transportation > Fuel,41.02,debit,heavy_template
TXN0576221603,2025-01-06,RECURRING COFFEE JANUARY,coffee,Food & Dining,Coffee Shops,Food & Dining > Coffee Shops,6.96,debit,clean_template
TXN5332107334,2025-05-03,2983 RECURRING KFC OCTOBER ID:956,kfc,Food & Dining,Fast Food,Food & Dining > Fast Food,21.03,debit,heavy_template
TXN7434820283,2025-10-22,MOBILE PIZZA APP 823,pizza,Food & Dining,Restaurants,Food & Dining > Restaurants,133.24,debit,clean_template
TXN3725316196,2025-01-17,396 GAS STATION INV5726,gas station,Transportation,Fuel,Transportation > Fuel,83.76,debit,clean_template
TXN9638195044,2025-08-27,179 CAFE INV6606,cafe,Food & Dining,Coffee Shops,Food & Dining > Coffee Shops,7.4,debit,clean_template
TXN9272011084,2025-05-19,CHECKCARD 2025-05-06 BUS,bus,Transportation,Public Transit,Transportation > Public Transit,20.78,debit,clean_template
TXN5176706685,2025-02-20,RDIE,ride,Transportation,Rideshare,Transportation > Rideshare,48.45,debit,typo_light
TXN2751466964,2025-02-07,CHECKCARD 2025-09-27 SAFEWAY,safeway,Food & Dining,Groceries,Food & Dining > Groceries,75.53,debit,clean_template
TXN4513426907,2025-02-26,CHK CHECKCARD 2025-10-06 TRANSFER FROM,transfer from,Income,Transfers,Income > Transfers,171.33,credit,heavy_template
TXN9695304850,2025-06-12,SUBWAY 11/11 AUTH683,subway,Transportation,Public Transit,Transportation > Public Transit,4.83,debit,clean_template
TXN1128532274,2025-01-28,PENDING 014 TESCO INV3827 ID:598,tesco,Food & Dining,Groceries,Food & Dining > Groceries,153.37,debit,heavy_template
TXN7334166206,2025-06-15,OMBILE CONTRACT APP 911 COdNFIRMED,contract,Income,Freelance,Income > Freelance,1639.72,credit,heavy_noise
TXN6096712595,2025-06-19,Verizon 2025-03-30,verizon,Bills & Utilities,Internet,Bills & Utilities > Internet,73.75,debit,clean_template
TXN6338310529,2025-03-07,ONLINE PAYMENT MCDONALDS 9029683,mcdonalds,Food & Dining,Restaurants,Food & Dining > Restaurants,80.17,debit,clean_template
TXN8310649880,2025-09-24,RAIL * 19U15,rail,Transportation,Public Transit,Transportation > Public Transit,6.49,debit,typo_light
TXN1288436276,2025-11-16,Pizza 2025-06-05,pizza,Food & Dining,Restaurants,Food & Dining > Restaurants,118.36,debit,clean_template
TXN6461710613,2025-05-15,PENDING CONTACTLESS CAFE CHIP611 REF:FU51,cafe,Food & Dining,Coffee Shops,Food & Dining > Coffee Shops,5.13,debit,heavy_template
TXN6361385415,2024-12-09,AUTH SPRINT * 61qM66 REF:ia43,sprint,Bills & Utilities,Phone,Bills & Utilities > Phone,103.03,debit,heavy_template
TXN8061951082,2025-09-17,INTL FIVERR IR FEE38,fiverr,Income,Freelance,Income > Freelance,2347.27,credit,clean_template
TXN5433737103,2025-04-04,DIVIDEND *o 00rt14,dividend,Income,Investments,Income > Investments,302.26,credit,typo_light
TXN2774779954,2025-07-28,295 GRAB INV7348,grab,Transportation,Rideshare,Transportation > Rideshare,44.97,debit,clean_template
TXN9364466441,2025-05-28,UTILITY IL 88457,utility,Bills & Utilities,Electricity,Bills & Utilities > Electricity,288.9,debit,clean_template
TXN3375259432,2025-07-11,POS PURCHASE FIDELITY PORT SHAWN ID:280,fidelity,Income,Investments,Income > Investments,108.84,credit,heavy_template
TXN7264513912,2024-12-03,CONTACTLESS CAFE CHIP734,cafe,Food & Dining,Coffee Shops,Food & Dining > Coffee Shops,5.52,debit,clean_template
TXN3238570930,2024-12-25,SPECTRUM MH 43061,spectrum,Bills & Utilities,Internet,Bills & Utilities > Internet,87.59,debit,clean_template
TXN9719910245,2025-10-18,RECURRING WATER JANUARY,water,Bills & Utilities,Water,Bills & Utilities > Water,96.41,debit,clean_template
TXN2664170386,2025-11-13,ONLINE PAYMENT TESCO 3128175 ID:138,tesco,Food & Dining,Groceries,Food & Dining > Groceries,83.0,debit,heavy_template
TXN7447725789,2025-01-19,GRAB MP 211124,grab,Transportation,Rideshare,Transportation > Rideshare,74.02,debit,typo_light
TXN7979852680,2025-05-01,CONTACTLESS RAIL CHIP592,rail,Transportation,Public Transit,Transportation > Public Transit,20.39,debit,clean_template
TXN3548589111,2025-11-18,MOBILE GAS STATION APP 703,gas station,Transportation,Fuel,Transportation > Fuel,82.4,debit,clean_template
TXN8059006557,2025-07-16,INTEREST,interest,Income,Investments,Income > Investments,479.14,credit,clean_template
TXN9353007185,2025-10-09,Sears 2025-03-17,sears,Shopping,Department Stores,Shopping > Department Stores,39.91,debit,clean_template
TXN1437949222,2025-03-15,INTL GARAGE TN FEE01,garage,Transportation,Parking,Transportation > Parking,26.27,debit,clean_template
